Date,Week,Week.accum,tmax,tmin,rain,snow,
1/1/1980,1,,45,22,0,0,
1/2/1980,1,,43,24,0,0,
1/3/1980,1,,37,27,0,0,
1/4/1980,1,,38,23,0,0,
1/5/1980,1,,26,21,0.14,2,
1/6/1980,1,,30,12,0.001,0.001,
1/7/1980,1,,35,14,0.001,0.001,
1/8/1980,2,,36,24,0,0,
1/9/1980,2,,37,24,0.001,0,
1/10/1980,2,,28,8,0.09,2.5,
1/11/1980,2,,32,10,0.001,0,
1/12/1980,2,,45,28,0.16,0,
1/13/1980,2,,33,15,0,0,
1/14/1980,2,,34,20,0.08,0,
1/15/1980,3,,43,30,0.23,0,
1/16/1980,3,,45,30,0,0,
1/17/1980,3,,52,28,0,0,
1/18/1980,3,,40,29,0.001,0,
1/19/1980,3,,41,33,0.35,0,
1/20/1980,3,,41,22,0,0,
1/21/1980,3,,40,21,0,0,
1/22/1980,4,,40,23,0,0,
1/23/1980,4,,40,31,0.001,0,
1/24/1980,4,,36,11,0.001,0.001,
1/25/1980,4,,23,12,0.05,1,
1/26/1980,4,,35,19,0.001,0.001,
1/27/1980,4,,34,16,0,0,
1/28/1980,4,,32,19,0,0,
1/29/1980,5,,35,24,0,0,
1/30/1980,5,,30,11,0,0,
1/31/1980,5,,28,13,0.001,0.001,
2/1/1980,5,,25,10,0,0,
2/2/1980,5,,24,11,0,0,
2/3/1980,5,,25,11,0,0,
2/4/1980,5,,28,13,0,0,
2/5/1980,6,,32,16,0,0,
2/6/1980,6,,35,14,0,0,
2/7/1980,6,,24,18,0.04,0.5,
2/8/1980,6,,36,18,0,0,
2/9/1980,6,,37,19,0,0,
2/10/1980,6,,37,14,0.001,0.001,
2/11/1980,6,,33,15,0,0,
2/12/1980,7,,38,17,0.001,0.001,
2/13/1980,7,,33,15,0,0,
2/14/1980,7,,38,16,0,0,
2/15/1980,7,,48,21,0,0,
2/16/1980,7,,37,29,0.08,0.001,
2/17/1980,7,,37,15,0,0,
2/18/1980,7,,26,7,0,0,
2/19/1980,8,,38,15,0,0,
2/20/1980,8,,50,19,0,0,
2/21/1980,8,,56,29,0.01,0,
2/22/1980,8,,54,32,0.29,0,
2/23/1980,8,,42,30,0.08,0,
2/24/1980,8,,50,38,0.01,0,
2/25/1980,8,,50,30,0,0,
2/26/1980,8,,42,24,0.001,0.001,
2/27/1980,9,,29,18,0,0,
2/28/1980,9,,34,19,0.001,0.001,
2/29/1980,9,,27,3,0.06,0.8,
3/1/1980,9,,20,4,0,0,
3/2/1980,9,,18,5,0.07,1.5,
3/3/1980,9,,23,7,0,0,
3/4/1980,9,,38,16,0,0,
3/5/1980,10,,50,33,0.08,0,
3/6/1980,10,,50,29,0.02,0,
3/7/1980,10,,44,28,0,0,
3/8/1980,10,,57,33,0.01,0,
3/9/1980,10,,68,35,0.3,0,
3/10/1980,10,,49,25,0,0,
3/11/1980,10,,58,24,0.19,0,
3/12/1980,11,,35,17,0,0,
3/13/1980,11,,35,19,0.001,0.001,
3/14/1980,11,,34,20,1.11,6,
3/15/1980,11,,37,28,0,0,
3/16/1980,11,,46,23,0,0,
3/17/1980,11,,52,32,0,0,
3/18/1980,11,,56,36,0.94,0,
3/19/1980,12,,46,29,0,0,
3/20/1980,12,,55,33,0,0,
3/21/1980,12,,54,39,0.76,0,
3/22/1980,12,,55,30,1.47,0,
3/23/1980,12,,37,29,0,0,
3/24/1980,12,,55,34,0,0,
3/25/1980,12,,46,41,0.41,0,
3/26/1980,13,,49,30,0,0,
3/27/1980,13,,44,29,0,0,
3/28/1980,13,,55,32,0,0,
3/29/1980,13,,51,37,1.09,0,
3/30/1980,13,,50,40,0.05,0,
3/31/1980,13,,58,40,0.34,0,
4/1/1980,13,,42,32,0.65,0,
4/2/1980,14,,56,36,0,0,
4/3/1980,14,,61,34,0.001,0,
4/4/1980,14,,63,45,0.24,0,
4/5/1980,14,,67,39,0.02,0,
4/6/1980,14,,58,36,0,0,
4/7/1980,14,,65,36,0,0,
4/8/1980,14,,66,46,0.001,0,
4/9/1980,15,,67,51,1.05,0,
4/10/1980,15,,67,39,0.31,0,
4/11/1980,15,,60,35,0,0,
4/12/1980,15,,66,46,0,0,
4/13/1980,15,,67,40,0.14,0,
4/14/1980,15,,61,42,0.31,0,
4/15/1980,15,,65,42,0.39,0,
4/16/1980,16,,56,39,0.001,0,
4/17/1980,16,,43,25,0,0,
4/18/1980,16,,57,32,0,0,
4/19/1980,16,,65,45,0,0,
4/20/1980,16,,69,43,0,0,
4/21/1980,16,,76,50,0,0,
4/22/1980,16,,70,43,0,0,
4/23/1980,17,,72,40,0.07,0,
4/24/1980,17,,71,41,0,0,
4/25/1980,17,,71,52,0.001,0,
4/26/1980,17,,64,43,0,0,
4/27/1980,17,,53,44,0.55,0,
4/28/1980,17,,52,44,0.42,0,
4/29/1980,17,,53,46,0.48,0,
4/30/1980,18,,60,46,0.03,0,
5/1/1980,18,,55,47,0.61,0,
5/2/1980,18,,69,53,0,0,
5/3/1980,18,,73,50,0.28,0,
5/4/1980,18,,77,54,0,0,
5/5/1980,18,,78,55,0,0,
5/6/1980,18,,85,62,0.001,0,
5/7/1980,19,,83,44,0.001,0,
5/8/1980,19,,78,47,0,0,
5/9/1980,19,,60,38,0,0,
5/10/1980,19,,58,34,0,0,
5/11/1980,19,,70,47,0.06,0,
5/12/1980,19,,67,53,0.42,0,
5/13/1980,19,,80,58,0.94,0,
5/14/1980,20,,81,57,0.001,0,
5/15/1980,20,,66,42,0,0,
5/16/1980,20,,65,40,0,0,
5/17/1980,20,,70,46,0,0,
5/18/1980,20,,69,52,0.63,0,
5/19/1980,20,,69,54,0.02,0,
5/20/1980,20,,77,57,0.06,0,
5/21/1980,21,,67,56,1.1,0,
5/22/1980,21,,69,54,0.24,0,
5/23/1980,21,,83,53,0.02,0,
5/24/1980,21,,83,63,0,0,
5/25/1980,21,,74,60,0.11,0,
5/26/1980,21,,80,51,0,0,
5/27/1980,21,,72,45,0,0,
5/28/1980,22,,72,50,0,0,
5/29/1980,22,,81,57,0,0,
5/30/1980,22,,81,58,0,0,
5/31/1980,22,,82,60,0,0,
6/1/1980,22,,83,57,0.06,0,
6/2/1980,22,,85,65,0.05,0,
6/3/1980,22,,78,64,0.18,0,
6/4/1980,23,,84,56,0.01,0,
6/5/1980,23,,74,54,0,0,
6/6/1980,23,,74,50,0.001,0,
6/7/1980,23,,73,54,0.14,0,
6/8/1980,23,,90,62,1.22,0,
6/9/1980,23,,76,42,0.08,0,
6/10/1980,23,,70,48,0.18,0,
6/11/1980,24,,66,40,0,0,
6/12/1980,24,,66,42,0,0,
6/13/1980,24,,71,44,0,0,
6/14/1980,24,,78,47,0,0,
6/15/1980,24,,83,59,0,0,
6/16/1980,24,,83,54,0.62,0,
6/17/1980,24,,66,44,0,0,
6/18/1980,25,,72,46,0,0,
6/19/1980,25,,77,52,0,0,
6/20/1980,25,,79,57,0.19,0,
6/21/1980,25,,72,52,0,0,
6/22/1980,25,,78,51,0,0,
6/23/1980,25,,82,54,0,0,
6/24/1980,25,,87,60,0,0,
6/25/1980,26,,86,58,0,0,
6/26/1980,26,,87,56,0,0,
6/27/1980,26,,84,60,0,0,
6/28/1980,26,,91,62,0,0,
6/29/1980,26,,89,64,0.67,0,
6/30/1980,26,,86,63,0.62,0,
7/1/1980,26,,77,55,0,0,
7/2/1980,27,,81,58,0,0,
7/3/1980,27,,90,64,0,0,
7/4/1980,27,,83,63,0.001,0,
7/5/1980,27,,87,60,0.02,0,
7/6/1980,27,,89,66,0.001,0,
7/7/1980,27,,79,47,0,0,
7/8/1980,27,,82,59,0.19,0,
7/9/1980,28,,71,59,0.17,0,
7/10/1980,28,,87,64,0.09,0,
7/11/1980,28,,84,68,0,0,
7/12/1980,28,,89,68,0,0,
7/13/1980,28,,86,61,0,0,
7/14/1980,28,,84,56,0,0,
7/15/1980,28,,89,62,0,0,
7/16/1980,29,,92,66,0.001,0,
7/17/1980,29,,98,68,0,0,
7/18/1980,29,,91,67,0.42,0,
7/19/1980,29,,89,65,0,0,
7/20/1980,29,,94,67,0,0,
7/21/1980,29,,98,72,0,0,
7/22/1980,29,,98,67,0.11,0,
7/23/1980,30,,89,67,0.4,0,
7/24/1980,30,,81,64,0,0,
7/25/1980,30,,82,56,0,0,
7/26/1980,30,,88,63,0,0,
7/27/1980,30,,92,63,0,0,
7/28/1980,30,,89,64,0,0,
7/29/1980,30,,82,67,0.08,0,
7/30/1980,31,,85,65,0,0,
7/31/1980,31,,86,59,0,0,
8/1/1980,31,,90,66,0,0,
8/2/1980,31,,91,69,0,0,
8/3/1980,31,,90,68,0,0,
8/4/1980,31,,90,65,0,0,
8/5/1980,31,,90,66,0,0,
8/6/1980,32,,96,67,0,0,
8/7/1980,32,,88,67,0,0,
8/8/1980,32,,96,69,0,0,
8/9/1980,32,,95,69,0,0,
8/10/1980,32,,91,69,0,0,
8/11/1980,32,,93,67,0.65,0,
8/12/1980,32,,91,67,0.33,0,
8/13/1980,33,,84,58,0,0,
8/14/1980,33,,82,58,0,0,
8/15/1980,33,,88,60,0,0,
8/16/1980,33,,78,62,0.18,0,
8/17/1980,33,,74,56,0,0,
8/18/1980,33,,80,59,0.14,0,
8/19/1980,33,,67,60,0.001,0,
8/20/1980,34,,84,64,0,0,
8/21/1980,34,,84,64,0,0,
8/22/1980,34,,75,58,0,0,
8/23/1980,34,,76,61,0,0,
8/24/1980,34,,82,63,0,0,
8/25/1980,34,,86,62,0,0,
8/26/1980,34,,89,60,0,0,
8/27/1980,35,,90,62,0,0,
8/28/1980,35,,90,64,0,0,
8/29/1980,35,,91,65,0,0,
8/30/1980,35,,91,63,0,0,
8/31/1980,35,,92,67,0.41,0,
9/1/1980,35,,88,65,0,0,
9/2/1980,35,,93,67,0,0,
9/3/1980,36,,94,62,0.5,0,
9/4/1980,36,,82,56,0,0,
9/5/1980,36,,86,60,0.38,0,
9/6/1980,36,,85,66,0,0,
9/7/1980,36,,86,60,0,0,
9/8/1980,36,,78,54,0,0,
9/9/1980,36,,83,54,0,0,
9/10/1980,37,,85,58,0.001,0,
9/11/1980,37,,73,44,0,0,
9/12/1980,37,,79,47,0,0,
9/13/1980,37,,86,53,0,0,
9/14/1980,37,,88,59,0,0,
9/15/1980,37,,85,63,0,0,
9/16/1980,37,,69,47,0,0,
9/17/1980,38,,71,53,0.001,0,
9/18/1980,38,,82,62,0.13,0,
9/19/1980,38,,73,50,0,0,
9/20/1980,38,,81,50,0,0,
9/21/1980,38,,81,58,0,0,
9/22/1980,38,,87,60,0,0,
9/23/1980,38,,92,68,0,0,
9/24/1980,39,,80,53,0,0,
9/25/1980,39,,73,54,0.4,0,
9/26/1980,39,,65,57,0.12,0,
9/27/1980,39,,66,43,0,0,
9/28/1980,39,,65,40,0,0,
9/29/1980,39,,74,43,0,0,
9/30/1980,39,,75,52,0,0,
10/1/1980,40,,71,51,0,0,
10/2/1980,40,,79,54,0,0,
10/3/1980,40,,75,46,0.06,0,
10/4/1980,40,,64,45,0.09,0,
10/5/1980,40,,58,38,0,0,
10/6/1980,40,,59,41,0,0,
10/7/1980,40,,62,42,0.01,0,
10/8/1980,41,,65,37,0,0,
10/9/1980,41,,74,40,0,0,
10/10/1980,41,,74,46,0,0,
10/11/1980,41,,50,45,0.07,0,
10/12/1980,41,,71,40,0,0,
10/13/1980,41,,56,39,0.001,0,
10/14/1980,41,,53,32,0,0,
10/15/1980,42,,56,34,0,0,
10/16/1980,42,,68,41,0,0,
10/17/1980,42,,77,41,0,0,
10/18/1980,42,,79,46,0.05,0,
10/19/1980,42,,71,53,0.2,0,
10/20/1980,42,,70,35,0,0,
10/21/1980,42,,54,40,0,0,
10/22/1980,43,,69,40,0,0,
10/23/1980,43,,62,30,0,0,
10/24/1980,43,,51,33,0,0,
10/25/1980,43,,57,34,0.51,0,
10/26/1980,43,,55,36,1.49,0,
10/27/1980,43,,46,34,0,0,
10/28/1980,43,,50,35,0.05,0,
10/29/1980,44,,54,29,0.02,0,
10/30/1980,44,,48,28,0,0,
10/31/1980,44,,55,27,0,0,
11/1/1980,44,,62,36,0,0,
11/2/1980,44,,56,38,0,0,
11/3/1980,44,,49,25,0,0,
11/4/1980,44,,57,29,0,0,
11/5/1980,45,,51,40,0.11,0,
11/6/1980,45,,51,31,0,0,
11/7/1980,45,,53,28,0,0,
11/8/1980,45,,62,35,0.12,0,
11/9/1980,45,,62,33,0,0,
11/10/1980,45,,57,36,0.09,0,
11/11/1980,45,,52,19,0,0,
11/12/1980,46,,41,31,0,0,
11/13/1980,46,,48,29,0,0,
11/14/1980,46,,59,31,0,0,
11/15/1980,46,,64,42,0,0,
11/16/1980,46,,44,32,0.02,0.001,
11/17/1980,46,,44,21,0,0,
11/18/1980,46,,34,23,1.29,1.5,
11/19/1980,47,,35,29,0.001,0,
11/20/1980,47,,39,19,0.001,0,
11/21/1980,47,,45,20,0,0,
11/22/1980,47,,47,22,0,0,
11/23/1980,47,,49,25,0,0,
11/24/1980,47,,45,30,0.63,0,
11/25/1980,47,,47,37,1.49,0,
11/26/1980,48,,46,26,0,0,
11/27/1980,48,,44,27,0,0,
11/28/1980,48,,36,30,0.19,0,
11/29/1980,48,,41,33,0,0,
11/30/1980,48,,40,31,0,0,
12/1/1980,48,,50,31,0,0,
12/2/1980,48,,62,33,0,0,
12/3/1980,49,,57,20,0.11,0,
12/4/1980,49,,37,16,0,0,
12/5/1980,49,,39,21,0,0,
12/6/1980,49,,42,22,0.001,0,
12/7/1980,49,,54,31,0.001,0,
12/8/1980,49,,60,44,0,0,
12/9/1980,49,,69,48,0,0,
12/10/1980,50,,50,36,0.2,0,
12/11/1980,50,,43,27,0,0,
12/12/1980,50,,33,26,0.001,0.001,
12/13/1980,50,,41,28,0,0,
12/14/1980,50,,54,17,0,0,
12/15/1980,50,,43,15,0,0,
12/16/1980,50,,29,18,0.35,4,
12/17/1980,51,,35,15,0,0,
12/18/1980,51,,31,12,0,0,
12/19/1980,51,,44,23,0,0,
12/20/1980,51,,41,7,0,0,
12/21/1980,51,,20,7,0,0,
12/22/1980,51,,25,5,0,0,
12/23/1980,51,,26,7,0,0,
12/24/1980,52,,36,24,0,0,
12/25/1980,52,,36,2,0.19,2.5,
12/26/1980,52,,15,-2,0,0,
12/27/1980,52,,22,2,0,0,
12/28/1980,52,,28,7,0,0,
12/29/1980,52,,36,24,0.01,0.001,
12/30/1980,52,,45,34,0,0,
12/31/1980,52,,42,14,0,0,
1/1/1981,1,1,25,14,0.09,1,
1/2/1981,1,1,32,20,0.03,0.3,
1/3/1981,1,1,31,14,0,0,
1/4/1981,1,1,29,3,0.001,0.001,
1/5/1981,1,1,16,4,0,0,
1/6/1981,1,1,25,8,0,0,
1/7/1981,1,1,30,10,0.11,2.8,
1/8/1981,2,2,35,5,0,0,
1/9/1981,2,2,20,1,0,0,
1/10/1981,2,2,24,6,0,0,
1/11/1981,2,2,20,4,0,0,
1/12/1981,2,2,18,-2,0,0,
1/13/1981,2,2,16,-1,0,0,
1/14/1981,2,2,21,3,0,0,
1/15/1981,3,3,29,16,0.001,0.001,
1/16/1981,3,3,30,21,0.03,0.3,
1/17/1981,3,3,39,16,0.001,0.001,
1/18/1981,3,3,24,15,0,0,
1/19/1981,3,3,32,18,0,0,
1/20/1981,3,3,47,28,0,0,
1/21/1981,3,3,47,29,0,0,
1/22/1981,4,4,35,22,0,0,
1/23/1981,4,4,48,26,0,0,
1/24/1981,4,4,40,30,0,0,
1/25/1981,4,4,38,19,0,0,
1/26/1981,4,4,49,20,0,0,
1/27/1981,4,4,49,31,0.001,0,
1/28/1981,4,4,49,27,0,0,
1/29/1981,5,5,46,25,0,0,
1/30/1981,5,5,33,12,0,0,
1/31/1981,5,5,29,12,0,0,
2/1/1981,5,5,36,12,0,0,
2/2/1981,5,5,46,17,1.33,0,
2/3/1981,5,5,43,9,0.36,0,
2/4/1981,5,5,18,6,0,0,
2/5/1981,6,6,25,6,0,0,
2/6/1981,6,6,25,7,0,0,
2/7/1981,6,6,38,19,0,0,
2/8/1981,6,6,44,26,0,0,
2/9/1981,6,6,37,13,0.19,2,
2/10/1981,6,6,32,14,0,0,
2/11/1981,6,6,51,15,1.46,0,
2/12/1981,7,7,55,6,0.24,0,
2/13/1981,7,7,19,6,0,0,
2/14/1981,7,7,32,11,0,0,
2/15/1981,7,7,45,19,0,0,
2/16/1981,7,7,49,24,0,0,
2/17/1981,7,7,55,24,0.001,0,
2/18/1981,7,7,59,39,0,0,
2/19/1981,8,8,70,40,0,0,
2/20/1981,8,8,56,42,1.54,0,
2/21/1981,8,8,59,45,0.44,0,
2/22/1981,8,8,54,45,0.001,0,
2/23/1981,8,8,52,46,0.97,0,
2/24/1981,8,8,55,31,1.02,0,
2/25/1981,8,8,47,33,0,0,
2/26/1981,8,8,42,35,0,0,
2/27/1981,9,9,46,32,0,0,
2/28/1981,9,9,55,31,0,0,
3/1/1981,9,9,54,36,0.11,0,
3/2/1981,9,9,46,34,0,0,
3/3/1981,9,9,43,25,0,0,
3/4/1981,9,9,35,17,0,0,
3/5/1981,9,9,39,22,0.49,6.5,
3/6/1981,10,10,34,29,0.11,2,
3/7/1981,10,10,38,21,0,0,
3/8/1981,10,10,37,24,0,0,
3/9/1981,10,10,40,24,0,0,
3/10/1981,10,10,45,34,0,0,
3/11/1981,10,10,46,29,0,0,
3/12/1981,10,10,44,27,0.001,0,
3/13/1981,11,11,51,28,0,0,
3/14/1981,11,11,60,25,0,0,
3/15/1981,11,11,37,23,0,0,
3/16/1981,11,11,59,35,0.09,0,
3/17/1981,11,11,42,19,0.09,0,
3/18/1981,11,11,41,13,0,0,
3/19/1981,11,11,39,17,0,0,
3/20/1981,12,12,35,18,0.001,0.001,
3/21/1981,12,12,38,23,0.001,0.001,
3/22/1981,12,12,42,25,0,0,
3/23/1981,12,12,52,29,0,0,
3/24/1981,12,12,51,30,0,0,
3/25/1981,12,12,52,28,0,0,
3/26/1981,12,12,51,25,0,0,
3/27/1981,13,13,61,34,0.001,0,
3/28/1981,13,13,57,32,0,0,
3/29/1981,13,13,64,39,0,0,
3/30/1981,13,13,75,47,0,0,
3/31/1981,13,13,62,51,0.41,0,
4/1/1981,13,13,74,46,0,0,
4/2/1981,13,13,64,46,0.13,0,
4/3/1981,14,14,67,39,0,0,
4/4/1981,14,14,79,48,0.24,0,
4/5/1981,14,14,76,59,0.001,0,
4/6/1981,14,14,63,38,0.07,0,
4/7/1981,14,14,49,30,0,0,
4/8/1981,14,14,62,35,0,0,
4/9/1981,14,14,74,45,0,0,
4/10/1981,15,15,64,38,0.09,0,
4/11/1981,15,15,68,46,0.001,0,
4/12/1981,15,15,77,48,0.65,0,
4/13/1981,15,15,60,38,0.65,0,
4/14/1981,15,15,50,39,0.83,0,
4/15/1981,15,15,59,33,0.26,0,
4/16/1981,15,15,50,27,0,0,
4/17/1981,16,16,67,40,0.02,0,
4/18/1981,16,16,66,50,0.03,0,
4/19/1981,16,16,75,35,0,0,
4/20/1981,16,16,62,44,0.05,0,
4/21/1981,16,16,57,25,0,0,
4/22/1981,16,16,52,29,0.001,0,
4/23/1981,16,16,64,40,0,0,
4/24/1981,17,17,65,49,0.19,0,
4/25/1981,17,17,61,41,0.02,0,
4/26/1981,17,17,53,35,0,0,
4/27/1981,17,17,63,41,0.001,0,
4/28/1981,17,17,70,45,0,0,
4/29/1981,17,17,77,51,0,0,
4/30/1981,17,17,76,49,0.001,0,
5/1/1981,18,18,62,40,0,0,
5/2/1981,18,18,62,43,0.48,0,
5/3/1981,18,18,61,35,0,0,
5/4/1981,18,18,67,44,0,0,
5/5/1981,18,18,78,44,0,0,
5/6/1981,18,18,75,50,0,0,
5/7/1981,18,18,63,37,0.08,0,
5/8/1981,19,19,61,41,0,0,
5/9/1981,19,19,68,34,0,0,
5/10/1981,19,19,73,43,0,0,
5/11/1981,19,19,64,52,1.12,0,
5/12/1981,19,19,67,54,0.57,0,
5/13/1981,19,19,60,39,0.001,0,
5/14/1981,19,19,72,45,0,0,
5/15/1981,20,20,80,53,0,0,
5/16/1981,20,20,70,49,0.25,0,
5/17/1981,20,20,61,41,0,0,
5/18/1981,20,20,72,47,0,0,
5/19/1981,20,20,60,47,0.001,0,
5/20/1981,20,20,54,41,0.001,0,
5/21/1981,20,20,71,39,0,0,
5/22/1981,21,21,75,55,0,0,
5/23/1981,21,21,83,44,0,0,
5/24/1981,21,21,81,48,0,0,
5/25/1981,21,21,84,54,0,0,
5/26/1981,21,21,88,62,0,0,
5/27/1981,21,21,83,59,0,0,
5/28/1981,21,21,83,61,0.1,0,
5/29/1981,22,22,72,62,0.54,0,
5/30/1981,22,22,77,61,0,0,
5/31/1981,22,22,82,65,0.03,0,
6/1/1981,22,22,75,53,0.001,0,
6/2/1981,22,22,72,55,0.34,0,
6/3/1981,22,22,63,55,0.24,0,
6/4/1981,22,22,69,59,0.59,0,
6/5/1981,23,23,77,58,0.06,0,
6/6/1981,23,23,83,58,0,0,
6/7/1981,23,23,79,60,0,0,
6/8/1981,23,23,79,51,0,0,
6/9/1981,23,23,83,60,0.08,0,
6/10/1981,23,23,81,60,0.6,0,
6/11/1981,23,23,72,62,0.16,0,
6/12/1981,24,24,78,60,0,0,
6/13/1981,24,24,83,64,0,0,
6/14/1981,24,24,86,68,0.72,0,
6/15/1981,24,24,77,66,0.13,0,
6/16/1981,24,24,91,68,0,0,
6/17/1981,24,24,91,68,0,0,
6/18/1981,24,24,79,59,0,0,
6/19/1981,25,25,83,60,0,0,
6/20/1981,25,25,86,65,0.5,0,
6/21/1981,25,25,75,59,0.11,0,
6/22/1981,25,25,85,63,0.57,0,
6/23/1981,25,25,84,59,0,0,
6/24/1981,25,25,79,55,0,0,
6/25/1981,25,25,85,64,0,0,
6/26/1981,26,26,87,59,0.04,0,
6/27/1981,26,26,72,54,0,0,
6/28/1981,26,26,76,50,0,0,
6/29/1981,26,26,82,51,0,0,
6/30/1981,26,26,84,62,0,0,
7/1/1981,26,26,83,62,0.001,0,
7/2/1981,26,26,84,63,0.49,0,
7/3/1981,27,27,79,65,0.09,0,
7/4/1981,27,27,80,62,0.19,0,
7/5/1981,27,27,72,61,0.43,0,
7/6/1981,27,27,78,61,0.001,0,
7/7/1981,27,27,84,66,0,0,
7/8/1981,27,27,88,67,0,0,
7/9/1981,27,27,91,73,0,0,
7/10/1981,28,28,92,74,0,0,
7/11/1981,28,28,89,64,0,0,
7/12/1981,28,28,88,63,0,0,
7/13/1981,28,28,91,69,0,0,
7/14/1981,28,28,88,68,0,0,
7/15/1981,28,28,84,56,0,0,
7/16/1981,28,28,83,60,0,0,
7/17/1981,29,29,75,57,0.001,0,
7/18/1981,29,29,86,60,0,0,
7/19/1981,29,29,90,63,0,0,
7/20/1981,29,29,92,71,0,0,
7/21/1981,29,29,92,68,1.07,0,
7/22/1981,29,29,85,65,0,0,
7/23/1981,29,29,80,56,0,0,
7/24/1981,30,30,77,56,0,0,
7/25/1981,30,30,78,60,0.03,0,
7/26/1981,30,30,69,64,0.33,0,
7/27/1981,30,30,84,67,0.06,0,
7/28/1981,30,30,83,65,0.001,0,
7/29/1981,30,30,77,65,0.1,0,
7/30/1981,30,30,75,57,0,0,
7/31/1981,31,31,81,54,0,0,
8/1/1981,31,31,84,55,0,0,
8/2/1981,31,31,86,54,0,0,
8/3/1981,31,31,86,63,0.14,0,
8/4/1981,31,31,77,61,0.96,0,
8/5/1981,31,31,84,65,0.01,0,
8/6/1981,31,31,84,63,0,0,
8/7/1981,32,32,76,56,0.001,0,
8/8/1981,32,32,84,61,0.06,0,
8/9/1981,32,32,82,63,0,0,
8/10/1981,32,32,85,62,0,0,
8/11/1981,32,32,88,64,0,0,
8/12/1981,32,32,88,67,0.45,0,
8/13/1981,32,32,80,59,0.76,0,
8/14/1981,33,33,80,64,0,0,
8/15/1981,33,33,86,65,0,0,
8/16/1981,33,33,84,65,0.18,0,
8/17/1981,33,33,81,50,0,0,
8/18/1981,33,33,75,45,0,0,
8/19/1981,33,33,77,47,0,0,
8/20/1981,33,33,81,54,0,0,
8/21/1981,34,34,77,48,0,0,
8/22/1981,34,34,80,56,0,0,
8/23/1981,34,34,76,49,0,0,
8/24/1981,34,34,84,55,0,0,
8/25/1981,34,34,81,53,0.02,0,
8/26/1981,34,34,78,55,0,0,
8/27/1981,34,34,80,57,0,0,
8/28/1981,35,35,86,59,0,0,
8/29/1981,35,35,86,59,0,0,
8/30/1981,35,35,82,62,0.55,0,
8/31/1981,35,35,79,62,0.95,0,
9/1/1981,35,35,75,63,1.33,0,
9/2/1981,35,35,73,65,0.17,0,
9/3/1981,35,35,71,64,0.18,0,
9/4/1981,36,36,71,61,0.16,0,
9/5/1981,36,36,68,61,0.13,0,
9/6/1981,36,36,69,61,0.03,0,
9/7/1981,36,36,75,63,0,0,
9/8/1981,36,36,75,63,0,0,
9/9/1981,36,36,71,53,0.11,0,
9/10/1981,36,36,71,43,0,0,
9/11/1981,37,37,77,48,0,0,
9/12/1981,37,37,82,61,0,0,
9/13/1981,37,37,85,59,0,0,
9/14/1981,37,37,85,60,0,0,
9/15/1981,37,37,85,63,0.06,0,
9/16/1981,37,37,70,53,0.69,0,
9/17/1981,37,37,62,53,0.08,0,
9/18/1981,38,38,71,52,0,0,
9/19/1981,38,38,65,49,0.08,0,
9/20/1981,38,38,62,48,0,0,
9/21/1981,38,38,69,45,0,0,
9/22/1981,38,38,73,47,0,0,
9/23/1981,38,38,75,44,0,0,
9/24/1981,38,38,62,42,0,0,
9/25/1981,39,39,67,44,0,0,
9/26/1981,39,39,74,44,0,0,
9/27/1981,39,39,79,53,0,0,
9/28/1981,39,39,83,51,0,0,
9/29/1981,39,39,63,39,0,0,
9/30/1981,39,39,63,40,0,0,
10/1/1981,39,39,63,45,0,0,
10/2/1981,40,40,72,48,0.32,0,
10/3/1981,40,40,55,43,0.07,0,
10/4/1981,40,40,57,38,0,0,
10/5/1981,40,40,62,41,0,0,
10/6/1981,40,40,75,53,0,0,
10/7/1981,40,40,70,50,0.13,0,
10/8/1981,40,40,56,45,0,0,
10/9/1981,41,41,55,34,0,0,
10/10/1981,41,41,59,36,0,0,
10/11/1981,41,41,59,37,0,0,
10/12/1981,41,41,55,35,0,0,
10/13/1981,41,41,62,32,0,0,
10/14/1981,41,41,60,31,0,0,
10/15/1981,41,41,65,32,0,0,
10/16/1981,42,42,67,37,0,0,
10/17/1981,42,42,68,33,0,0,
10/18/1981,42,42,63,36,0.02,0,
10/19/1981,42,42,56,35,0.32,0,
10/20/1981,42,42,49,24,0.02,0,
10/21/1981,42,42,59,28,0,0,
10/22/1981,42,42,72,32,0,0,
10/23/1981,43,43,70,42,0.1,0,
10/24/1981,43,43,56,29,0.4,0,
10/25/1981,43,43,49,28,0,0,
10/26/1981,43,43,49,36,0.09,0,
10/27/1981,43,43,63,47,1.59,0,
10/28/1981,43,43,66,52,1.01,0,
10/29/1981,43,43,65,37,0,0,
10/30/1981,44,44,50,38,0.02,0,
10/31/1981,44,44,51,36,0,0,
11/1/1981,44,44,52,43,0,0,
11/2/1981,44,44,62,43,0,0,
11/3/1981,44,44,72,43,0,0,
11/4/1981,44,44,62,35,0,0,
11/5/1981,44,44,72,38,0,0,
11/6/1981,45,45,66,42,0.57,0,
11/7/1981,45,45,57,37,0,0,
11/8/1981,45,45,50,38,0,0,
11/9/1981,45,45,62,36,0,0,
11/10/1981,45,45,57,32,0.07,0,
11/11/1981,45,45,42,30,0,0,
11/12/1981,45,45,51,32,0,0,
11/13/1981,46,46,44,28,0,0,
11/14/1981,46,46,50,29,0,0,
11/15/1981,46,46,53,43,0,0,
11/16/1981,46,46,60,46,0,0,
11/17/1981,46,46,57,34,0,0,
